Id,NewsTitle,MatchedWords,Score,Polarity
324,"CHRYSLER FINANCE ISSUING STERLING EUROBOND",,0,Neutral
325,"NORANDA RAISES PRIMARY ALUMINUM PRICES",,0,Neutral
326,"SOVIET PAPER DETAILS GEORGIAN FLOOD DAMAGE",damage,-1,Negative
327,"UTILICORP UCU SEES HIGHER 1987 FIRST QUARTER",,0,Neutral
328,"XYLOGICS INC INITIAL OFFERING UNDERWAY",,0,Neutral
329,"TSENG TSNG SEES SALES INCREASE FIRST QTR 1987",,0,Neutral
330,"MINNTECH MNTX GETS MORE CASH FOR DEVELOPMENT",,0,Neutral
331,"STOCKHOLDER SYSTEMS SSIAA MAKES ACQUISITION",,0,Neutral
332,"CONCEPT INC CCPT 2ND QTR FEB 28 NET",,0,Neutral
333,"LIFE OF INDIANA CORP LIFI 4TH QTR LOSS",loss,-1,Negative
334,"BF SAUL REAL ESTATE INVESTMENT BFS PAYOUT",,0,Neutral
335,"SOUTH AFRICA PROBLEMS REMAIN DESPITE DEBT PACT","debt, problems",-2,Negative
336,"MAYTAG MYG SEES CAPITAL SPENDING UP IN 1987",,0,Neutral
337,"TRAVELERS TIC UNIT TO BUY REALTY DIVISIONS",,0,Neutral
338,"COMMUNICATIONS AND CABLE INC CCAB 1ST QTR NET",,0,Neutral
339,"BEN EQUITY HOLDINGS BH SUSPENDED ON NYSE",,0,Neutral
340,"ESCAGEN CORP ESN INITIAL OFFERING STARTS",,0,Neutral
341,"BRISTOLMYERS BMY FILES AIDS VACCINE WITH FDA",,0,Neutral
342,"DALLAS INVESTOR CUTS STAKE IN MCDERMOTT MDR",,0,Neutral
343,"FED ADOPTS REDEPOSIT SERVICE FOR BOUNCED CHECKS",,0,Neutral
344,"INTNL PLATINUM DEGUSSA IN JOINT VENTURE TALKS",,0,Neutral
345,"WESTWOOD ONE INC WONE 1ST QWTR FEB 28 NET",,0,Neutral
346,"REAGAN OPPOSES NEW TAXES SEEKS BUDGET",,0,Neutral
347,"IRAN SAYS HAS BETTER WEAPONS THAN SILKWORM",better,1,Positive
348,"EC COMMISSION DETAILS SUGAR TENDER",tender,1,Positive
349,"INLAND STEEL IAD PREFERRED OFFERED",,0,Neutral
350,"ADVANCED MICRO AMD PREFERRED OFFERED",advanced,1,Positive
351,"TRICENTROL TO CONCENTRATE ON PROVEN RESERVES",proven,1,Positive
352,"ROLLSROYCE SIGNS NEW ENGINE DEAL WITH BOEING",,0,Neutral
353,"BROOKLYN UNION GAS CO BU SETS PAYOUT",,0,Neutral
354,"UNISYS UIS INTRODUCES NEW PRODUCTS",,0,Neutral
355,"ARGENTINE PORT WORKERS TAKE INDUSTRIAL ACTION",,0,Neutral
356,"NOVAMIN SAYS IT RECEIVED PROPOSED TAKEOVER BID FROM BREAKWATER",,0,Neutral
357,"NYFE SEAT SELLS FOR 200 DLRS",,0,Neutral
358,"NEC CORP HAS 150 MLN DLR EUROCP PROGRAM",,0,Neutral
359,"FRANCE SETS FOUR BILLION FRANC TBILL TENDER",tender,1,Positive
360,"FED EXPECTED TO ADD RESERVES IN MARKET",,0,Neutral
361,"INDIA REPORTED BUYING TWO WHITE SUGAR CARGOES",,0,Neutral
362,"NOVAMIN IN PROPOSED BUYOUT BY BREAWATER BWRLF",,0,Neutral
363,"LILLY INDUSTRIAL COATINGS INC LICIA 1ST QTR",,0,Neutral
364,"COMMONWEALTY REALTY CRTYZ BAY BAY END TALKS",,0,Neutral
365,"METPRO CORP MPR 4TH QTR ENDS JAN 31 NET",,0,Neutral
366,"EDO EDO TO BUY BACK ADDITIONAL 500000 SHARES",,0,Neutral
367,"VISTA VISA FORMS OFFICE OF THE PRESIDENT",,0,Neutral
368,"CENTRAL MAINE POWER CO CTP SETS QUARTERLY",,0,Neutral
369,"SOME FIRMS CURB COMMODITIES BUSINESS WITH DREXEL",,0,Neutral
370,"PEP BOYS PBY SETS SPLIT RAISES QUARTERLY","split, pep",0,Neutral
371,"PEP BOYS  MANNY MOE AND JACK INC PBY 4TH QTR",pep,1,Positive
372,"HOVNANIAN ENTERPRISES HOV EARNINGS TO RISE",,0,Neutral
373,"NY TRADERS SAY TURKEY MADE LARGE SUGAR PURCHASE",,0,Neutral
374,"NORFOLK NSC UNIT SELLS EQUIPMENT CERTIFICATES",,0,Neutral
375,"ANHEUSERBUSCH BUD OFFICER RESIGNS",,0,Neutral
376,"JOHNSON SAYS FEDS ACTIONS YESTERDAY MEANT TO STABILIZE DOLLAR AT CURRENT LEVELS",stabilize,1,Positive
377,"SUNSTAR FOODS INC SUNF 2ND QTR FEB 28 NET",,0,Neutral
378,"PHOENIX RE PXRE INITIAL OFFERING UNDER WAY",,0,Neutral
379,"NIPPON SIGNAL TO ISSUE 50 MLN SWISS FRANC NOTES",issue,-1,Negative
380,"HADSON HADS TO ACQUIRE 85 PCT OF SEAXE SEAX",,0,Neutral
381,"REUTERS TO BUY I P SHARP OF CANADA",sharp,1,Positive
382,"TCBY ENTERPRISES TCBY SPLITS STOCK",,0,Neutral
383,"FIRST INTERSTATE I SELLS CAPITAL NOTES",,0,Neutral
384,"RAYTHEON CO RTN SETS QUARTERLY",,0,Neutral
385,"FIAT MAY ISSUE BOND FOR LIBYAN STAKE PAPER SAYS",issue,-1,Negative
386,"ITALYS STET FORMS TELECOMMUNICATIONS FIRM",,0,Neutral
387,"PH GLATFELTER CO GLP INCREASES DIVIDEND",,0,Neutral
388,"LIFE OF INDIANA CORP LIFI 4TH QTR LOSS",loss,-1,Negative
389,"CORRECTED  TSENG TSNG SEES SALES INCREASE",,0,Neutral
390,"BRAZILIAN BANK STRIKE SPREADS UNION SAYS",strike,-1,Negative
391,"CONSOLIDATED NOREX TO ACQUIRE TRIWEB RESOURCES",,0,Neutral
392,"THAI SUGAR PRODUCTION CONTINUES HIGH IN FEB",,0,Neutral
393,"SWEDISH EXPORT CREDIT ISSUES NEW ZEALAND DLR BOND",issues,-1,Negative
394,"APOLLO COMPUTER APCI IN JOINT MARKETING PACT",,0,Neutral
395,"ACCUGRAPH IN ASIA MARKETING PACT WITH TRIOTECH",,0,Neutral
396,"REICHHOLD CHEMICALS INC EXPLORING POSSIBLE SALE OF EUROPEAN SUBSIDIARY",,0,Neutral
397,"NY TRADERS EXPECT CHINA TO STEP UP SUGAR BUYING",,0,Neutral
398,"ROSS STORES INC ROST 4TH QTR JAN 31 LOSS",loss,-1,Negative
399,"ITALIAN TREASURY BILL OFFER HAS MIXED RESPONSE",,0,Neutral
400,"AFG AFG EXPANDS INTO AUTO GLASS REPLACEMENT",,0,Neutral
401,"GREENWOOD RESOURCES SAYS BANKS COULD FORECLOSE",,0,Neutral
402,"NAVISTAR NAV STILL EXPECTS HIGHER 1987 NET",,0,Neutral
403,"HEES INTERNATIONAL SETS 100 MLN DLR SHARE ISSUE",issue,-1,Negative
404,"CORRECTEDLILLY INDUSTRIAL COATINGS INC LICIA",,0,Neutral
405,"US SENATE PANEL APPROVES TRADE MISSION BILL",,0,Neutral
406,"CATERPILLAR CAT WORKERS TOLD TO END SITIN",,0,Neutral
407,"BAT SHARES UNDERVALUED SAY STOCK MARKET ANALYSTS",,0,Neutral
408,"BALDRIGE SAYS US WILL NOT LET JAPAN DOMINATE WORLD ELECTRONICS MARKET",dominate,1,Positive
409,"REICHHOLD RCI EXPLORING SALE OF EUROPEAN UNIT",,0,Neutral
410,"AMERICUS TRUST FOR MERCK MRK NOW EFFECTIVE","trust, effective",2,Positive
411,"UAL SAID DONALD TRUMP WAS INTERESTED IN UAL STOCK AS INVESTMENT",trump,1,Positive
412,"INTL BROADCASTING IBCA SETS REVERSE SPLIT",split,-1,Negative
413,"BI INC BIAC SETS REVERSE SPLIT",split,-1,Negative
414,"BALDRIGE SAYS JAPAN MUST OPEN ITS MARKETS",,0,Neutral
415,"K MART KM UNIT BUYS TEXAS LAND",,0,Neutral
416,"BASF CORP YEAR NET",,0,Neutral
417,"TORONTO DOMINION BUYING MONTREAL EXCHANGE SEAT",,0,Neutral
418,"LEAR SIEGLER DEPOSITS 794 MLN DLRS TO SECURE NOTES EFFECTS REORGANIZATION",secure,1,Positive
419,"JAM JAMY WINS 15 MLN DLR CONTRACT","wins, jam",0,Neutral
420,"UNISYS UIS NEW MAINFRAME INTRODUCTION NOT SET",,0,Neutral
421,"MONTANA POWER CO MTP VOTES QUARTERLY DIVIDEND",,0,Neutral
422,"UAL UAL SAID TRUMP TALKED WITH UAL CHAIRMAN",trump,1,Positive
423,"GROLIER GLR DEBT UPGRADED BY MOODYS","upgraded, debt",0,Neutral
424,"TEAM INC TMI 3RD QTR FEB 28 NET",,0,Neutral
425,"TODD SHIPYARDS CORP OMITS QTLY COMMON DIV SETS PREFERRED PAYOUT",,0,Neutral
426,"RSI CORP RSIC 2ND QTR FEB 28 NET",,0,Neutral
427,"RCM TECHNOLOGIES INC RCMT 1ST QTR JAN 31 LOSS",loss,-1,Negative
428,"MCCLAIN INDUSTRIES INC MCCL 1ST QTR DEC 31 NET",,0,Neutral
429,"FED OFFERS TO BUY ONE BILLION DLRS OF BILLS FOR CUSTOMER AFTER NOTE AUCTION",,0,Neutral
430,"SYNALLOY SYO ENDS PLANS TO SELL UNIT",,0,Neutral
431,"CIL ACQUIRING TRIMACS STAKE IN TRICIL",,0,Neutral
432,"EC INFLATION STARTS TO RISE AGAIN IN FEBRUARY",,0,Neutral
433,"PANTERAS PANT TO BUY TEN PIZZA RESTAURANTS",,0,Neutral
434,"ALLIEDSIGNAL INC TO SELL LINOTYPE GROUP TO COMMERZBANK OF WEST GERMANY",,0,Neutral
435,"ENERGYUS OIL OUTPUT",,0,Neutral
436,"TODD SHIPYARDS TOD OMITS COMMMON DIVIDEND",,0,Neutral
437,"IMO DELAVAL IMD SETS INITIAL DIVIDEND",,0,Neutral
438,"FED TO PURCHASE TREASURY BILLS FOR A CUSTOMER",,0,Neutral
439,"GOULD GLD INTRODUCES NEW MINI SUPERCOMPUTERS",,0,Neutral
440,"NATIONAL COMPUTER SYSTEMS INC NLCS4TH QTR NET",,0,Neutral
441,"SEC SANCTIONS ACCOUNTANTS KMG MAIN HURDMAN",,0,Neutral
442,"ALLIEDSIGNAL ALD TO SELL LINOTYPE UNIT",,0,Neutral
443,"CONTINENTAL HEALTH AFFILIATES INC CTHL 4TH QTR",,0,Neutral
444,"CANADA SETS OIL INDUSTRY AID PACKAGE",,0,Neutral
445,"CONTINENTAL CTHL REPURCHASES NOTES",,0,Neutral
446,"ATLANTIS GROUP INC TO OFFER SHARES NOTES",,0,Neutral
447,"MOUNTLEIGH GROUP SEEKS 100 MLN STG FACILITY",,0,Neutral
448,"SOUTHWEST FOREST SWF SETTLES STRIKE",strike,-1,Negative
449,"COCOA TALKS SLOW AT CRUCIAL STAGE  DELEGATES",slow,-1,Negative
450,"MACK TRUCKS MACK DEBT AFFIRMED BY SP",debt,-1,Negative
451,"EURATOM ECU BOND MARKS ROME TREATY ANNIVERSARY",,0,Neutral
452,"NEWMONT GOLD NGC SEES GOLD SALES RISING",gold,2,Positive
453,"MESSIDOR TO MERGE WITH TRITON BELEGGINGEN",,0,Neutral
454,"IMMUNOGENETICS IGEN TO ENTER LIPOSOME FIELD",,0,Neutral
455,"SMITH BARNEY ANALYST CUTS HERCULES HPC RATING",,0,Neutral
456,"SP UPGRADES CONSUMERS POWERS SENIOR AND SUBORDINATED DEBT",debt,-1,Negative
457,"NAVISTAR NAV SEES HIGHER CAPITAL SPENDING",,0,Neutral
458,"MOHAWK DATA MDS AFFILIATE IN SERVICE DEAL",,0,Neutral
459,"CONSUMERS POWER CMS DEBT RAISED BY SP",debt,-1,Negative
460,"ENCOR ENERGY CORP PLANS 125 MLN DLR DEBENTURE OFFER",,0,Neutral
461,"PACIFIC GAS PCG SEEKS PURCHASE RULE CHANGE",,0,Neutral
462,"ENCOR ENERGY CORP INC YR NET LOSS 4066 MLN VS PROFIT 354 MLN",loss,-1,Negative
463,"BRAZIL PLANS NEW ECONOMIC STRATEGY FOR GROWTH",,0,Neutral
464,"MIDDLE SOUTH MSU TO FORM NEW DIVIDEND POLICY",,0,Neutral
465,"UK POLL SHOWS SURGE FOR CENTRIST ALLIANCE PARTIES",,0,Neutral
466,"EMERSON RADIO EME SELLS DEBT PRIVATELY",debt,-1,Negative
467,"SOLAR SYSTEMS SUN DANCE SSDN EXTENDS WARRANTS",,0,Neutral
468,"TWA SOLD FOUR MLN SHARES OF USAIR BELIEVED TO INSTITUTIONS WALL STREET SOURCES",,0,Neutral
469,"US SUGAR POLICY MAY SELFDESTRUCT CONGRESSMAN",,0,Neutral
470,"FIAT SAYS IT NOT PLANNING TO ISSUE EUROBONDS",issue,-1,Negative
471,"INVESTORS INCREASE STAKE IN FROST SULLIVAN",frost,-1,Negative
472,"LIBERIAN ORE CARRIER IN COLLISION IN RIVER ELBE",,0,Neutral
473,"AIM TELEPHONES AIMT SELLS DEBT TO SHAREHOLDER",debt,-1,Negative
474,"HERSHEY OIL CORP HSO 4TH QTR LOSS",loss,-1,Negative
475,"VISTA MANAGEMENT INC GETS BOND GUARANTEES",,0,Neutral
476,"EG AND G INC EGG SETS QUARTERLY",,0,Neutral
477,"ENCOR ENERGY CORP INC YEAR LOSS",loss,-1,Negative
478,"BRAZILIAN LABOUR UNREST SPREADS MANY BANKS SHUT",unrest,-1,Negative
479,"OAK INDUSTRIES OAK SETS DEBT EXCHANGE OFFER",debt,-1,Negative
480,"COLLINS FOODS CF TO REDEEM DEBENTURES",redeem,1,Positive
481,"ANDREOTTI DROPS COALITION BID",,0,Neutral
482,"TEAM TMI TO UNVEIL NEW EQUIPMENT IN MAY",,0,Neutral
483,"ASTA GROUP INC UNIT IN LOAN PURCHASE",,0,Neutral
484,"ENCOR PLANS 125 MLN DLR DEBENTURE OFFERING",,0,Neutral
485,"ARDEN INTERNATIONAL AIKI 4TH QTR DEC 27 NET",,0,Neutral
486,"TWA TWA SELLS POSITION IN USAIR U",,0,Neutral
487,"COMBUSTION ENGINEERINGCSP SEES 1ST QTR NET OFF",,0,Neutral
488,"NEWMONT GOLD SEES ITS SALES RISING 22 PCT",gold,1,Positive
489,"TALKING POINTTOBACCO STOCKS",,0,Neutral
490,"MICRO DISPLAY MDSI GETS EUROPEAN ORDERS",,0,Neutral
491,"TREASURYS BAKER SAYS EXCHANGE RATE CHANGES WILL REDUCE TRADE DEFICIT THIS YEAR",,0,Neutral
492,"TREASURYS BAKER SAYS ECONOMIC COOPERATION PROCESS IS WORKING",,0,Neutral
493,"TREASURYS BAKER SAYS THROWING MONEY AT DEBTOR NATIONS WONT WORK",work,1,Positive
494,"UTAH POWER UTP PLANS TO REDEEM PREFERRED STOCK",redeem,1,Positive
495,"GATEWAY SPORTING BUYS INNOVATIVE DENTAL",innovative,1,Positive
496,"TREASURYS BAKER SEES CUT IN TRADE DEFICIT",,0,Neutral
497,"CYCLOPS CORP REFORMS BOARD AFTER DIXONS GROUP FAILS TO GET MAJORITY OF CYCLOPS STOCK","reforms, fails",0,Neutral
498,"UK TO RETAIN POWERS AGAINST US UNITARY TAXATION",,0,Neutral
499,"TREASURYS BAKER SAYS ECONOMIC COOPERATION WORKS",works,1,Positive
500,"PAN ATLANTIC RE INC PNRE 4TH QTR NET",pan,-1,Negative
501,"QUAKER CHEMICAL CORP QCHM SETS QUARTERLY",,0,Neutral
502,"RAYTHEON RTN DIRECTOR RESIGNS",,0,Neutral
503,"MIDDLE SOUTH MSU TO CONSIDER DIVIDEND",,0,Neutral
504,"MONARCH CAPITAL MON CALLS PREFERRED",,0,Neutral
505,"CYANOTECH CYAN SETS WAY TO EXTRACT CAROTENE",,0,Neutral
506,"SAS TO UPGRADE CABIN SERVICE IN SCANDINAVIA",,0,Neutral
507,"BELGIUM PLANS TO OUTLAW INSIDER TRADING",outlaw,-1,Negative
508,"OWENSCORNING FIBERGLAS OCF SELLS FOAM UNIT",,0,Neutral
509,"US SHOE INC 4TH QTR SHR 31 CTS VS 56 CTS",,0,Neutral
510,"US TAX FRAUD CHARGES BROUGHT AGAINST THREE",fraud,-1,Negative
511,"OBRIEN ENERGY OBS IN CITICORP CCI LEASE",,0,Neutral
512,"QUAKER CHEMICAL QCHM TO REPURCHASE SHARES",,0,Neutral
513,"TREASURYS BAKER OUTLINES TRADE BILL CRITICISMS",criticisms,-1,Negative
514,"CASINO COMMISSION DELAYS VOTE ON HOLIDAY HIA",delays,-1,Negative
515,"WORTHERN BANKING WOR IN AGREEMENT WITH FEDS",agreement,1,Positive
516,"US SHOE CORP USR 4TH QTR JAN 31 NET",,0,Neutral
517,"NUTMEG INDUSTRIES NUTM SETS LICENSING PACT",,0,Neutral
518,"ARGENTINE SOYBEAN YIELD ESTIMATES DOWN FURTHER",,0,Neutral
519,"BETA PHASE BETA TO SELL EYEGLASS TECHNOLOGY",,0,Neutral
520,"LYNG SAYS AGRICULTURE SHOULD SHARE SPENDING CUTS",,0,Neutral
521,"TREASURYS BAKER SAYS NEW MONEY NOT PANACEA",,0,Neutral
522,"VERTEX INDUSTRIES INC VETX 2ND QTR JAN 31 NET",,0,Neutral
523,"CYCLOPS CYL SAYS DIXONS APPOINTEES RESIGN",,0,Neutral
524,"ECUADOR NEGOTIATES WITH NIGERIA FOR LENDING OIL",,0,Neutral
525,"COMPUTERVISION CVN UNVEILS NEW DESIGN GEAR",,0,Neutral
526,"NORTHERN STATES POWER CO NSP VOTES QUARTERLY",,0,Neutral
527,"SUMMIT TAX EXEMPT BOND FUND SUA SETS PAYOUT",,0,Neutral
528,"US SENATE TRADE LEADER CONCERNED ABOUT CANADA",concerned,-1,Negative
529,"TREASURYS BAKER SAYS NEW MONEY NOT DEBT PANACEA",debt,-1,Negative
530,"BAKER SAYS US WILLING TO COOPERATE TO STABILIZE EXCHANGE RATES","willing, stabilize",2,Positive
531,"BAKER SAYS US WANTS TO STABILIZE EXCHANGE RATES",stabilize,1,Positive
532,"JUSTICE DOT BACK AIRLINE ANTITRUST SWITCH",,0,Neutral
533,"US GOVERNMENT EXPANDS CRACKDOWN ON BAD DEBTS","debts, bad",-2,Negative
534,"FIRST FEDERAL DELAWARE AGREEMENT EXTENDED",agreement,1,Positive
535,"EDELMAN GROUP IN PLAN TO BUY MORSE SHOE MRS",,0,Neutral
536,"PHILIP MORRIS MO OSCAR MAYER SETS REDEMPTION",redemption,1,Positive
537,"US  AUTO AGENCY GRANTS FORD F AIR BAG REQUEST",,0,Neutral
538,"MERCK MRK GETS FDA HEARTWORM MEDICINE APPROVAL",approval,1,Positive
539,"JOHN LABATT SEES GOOD FOURTH QUARTER YEAR",good,1,Positive
540,"HUSKY HYO SETS MEETING TO APPROVE MERGER",approve,1,Positive
541,"BALTIMORE GAS AND ELECTRIC BGE FILES DEBT",debt,-1,Negative
542,"MERCK MRK GETS APPROVAL FOR DOG HEART DRUG",approval,1,Positive
543,"WASHINGTON GAS LIGHT CO WGL HIKES PAYOUT",,0,Neutral
544,"ZENITH ZE NAMES NEW FINANCIAL OFFICER",zenith,1,Positive
545,"FERC DECISION COULD CUT COLUMBIA GAS CG NET",,0,Neutral
546,"US OFFERS MORE CREDITS FOR VEG OIL TO N YEMEN",,0,Neutral
547,"PUERTO RICAN CEMENT CO PRN SETS PAYOUT",,0,Neutral
548,"US SHOE USR TO OPEN 421 STORES IN 1987",,0,Neutral
549,"BARRIS BRRS TO BUY BACK STOCK",,0,Neutral
550,"CANADA MAY MONITOR STEEL SHIPMENTS",,0,Neutral
551,"MEXICO SIGNS 100 MLN DLR IADB TOURISM LOAN",,0,Neutral
552,"WESCO FINANCIAL CORP WSC 4TH QTR NET",,0,Neutral
553,"HELM H SELLS ADDITIONAL SHARES IN BAMBERGER",,0,Neutral
554,"AMPALAMERICAN ISRAEL CORP AISA YEAR NET",,0,Neutral
555,"COCOA COUNCIL CHAIRMAN SEEKS BUFFER COMPROMISE",,0,Neutral
556,"SNC GROUP EXPECTS HIGHER 1987 EARNINGS SALES",,0,Neutral
557,"MINE SAFETY MNES SELLS SOUTH AFRICA UNIT",,0,Neutral
558,"MEDAR INC MDXR 4TH QTR DEC 31 LOSS",loss,-1,Negative
559,"MEDAR MDXR CHANGES FISCAL YEAR",,0,Neutral
560,"EPSILON DATA EPSI GETS NEW CREDIT AGREEMENT",agreement,1,Positive
561,"US SECURITIES INDUSTRY ASSN BACKS RESTRAINTS ON TAKEOVERS INSIDER TRADING",,0,Neutral
562,"CHEMFIX TECHNOLOGIES INC CFIX 2ND QTR NET",,0,Neutral
563,"ALABAMA UPGRADED IN BRUCELLOSIS PROGRAM",upgraded,1,Positive
564,"HELM H AFFILIATE SELLS SYSTEM",,0,Neutral
565,"FEDERAL PAPER FBO OFFERS PREFERENTIAL SHARES",,0,Neutral
566,"ALLISCHALMERS AH SELLS SWISS UNIT",,0,Neutral
567,"MONARCH CAPITAL MON PR WILL NOT RESUME TRADING",,0,Neutral
568,"FLORIDA EMPLOYERS INSURANCE CO FLAE YEAR 1986",,0,Neutral
569,"SHELL OIL GETS 1043 MLN DLR CONTRACT",,0,Neutral
570,"US 4YEAR NOTE AVERAGE YIELD 679 PCT STOP 679 PCT AWARDED AT HIGH YIELD 95 PCT",awarded,1,Positive
571,"DETROIT EDISON FILES SHELF REGISTRATION FOR ONE BILLION DLRS IN BONDS",,0,Neutral
572,"NIKE INC NIKE 3RD QTR FEB 28 NET",,0,Neutral
573,"ZENITH NATIONAL INSURANCE ZNAT QTLY DIVIDEND",zenith,1,Positive
574,"REDKIN LABORATORIES INC RDKN QTLY DIVIDEND",,0,Neutral
575,"INTL MINERALS IGL PLANS BIOTECHNOLOGY PROJECT",,0,Neutral
576,"COOPERVISION INC EYE QTLY DIVIDEND",,0,Neutral
577,"UAL UAL SURROUNDED BY TAKEOVER SPECULATION",,0,Neutral
578,"US SECURITIES GROUP BACKS INSIDER RESTRAINTS",,0,Neutral
579,"TEXACO TX RESERVES DOWN DESPITE LOWER OUTPUT",,0,Neutral
580,"SIX REPORTED WOUNDED IN ECUADOR GENERAL STRIKE",strike,-1,Negative
581,"INTL MINERALS PROJECT TO BOOST HOG LEAN WEIGHT","lean, boost",2,Positive
582,"LOMAC TO PAY 17 MLN DLRS TO CLEAN SITE IN FIRST SUPERFUND2 SETTLEMENT",clean,1,Positive
583,"PULITZER PUBLISHING CO PLTZC DECLARES QTLY DIV",,0,Neutral
584,"FEDERAL CO FFF SETS REGULAR PAYOUT",,0,Neutral
585,"TRANSCANADA PIPE TRP SETS SHARE REDEMPTION",redemption,1,Positive
586,"SOUTHWESTERN BELL SBC SEES EARNINGS DILUTION",,0,Neutral
587,"BOLIVIAN DEBT BUYBACK PLAN SAID GAINING GROUND","gaining, debt",0,Neutral
588,"BRAZIL WANTS TO INCREASE STEEL EXPORTS TO US",,0,Neutral
589,"XYLOGICS IN INITIAL PUBLIC OFFERING",,0,Neutral
590,"DETROIT EDISON DTE REGISTERS BONDS",,0,Neutral
591,"SP DOWNGRADES DANA CORPS 900 MLN DLRS OF DEBT",debt,-1,Negative
592,"ANCHOR SAVINGS BANK OFFERING FULLY SUBSCRIBED",savings,1,Positive
593,"LEAR SIEGLER HOLDING CORP PLANS TO DIVEST AEROSPACE SUBSIDIARY",,0,Neutral
594,"VARITY CORP YEAR SHR LOSS 21 CTS VS LOSS 16 CTS",loss,-2,Negative
595,"NORDSON NDSN SETS 3FOR2 SPLIT",split,-1,Negative
596,"BALDRIGE SEES US TRADE DEFICIT STARTING TO DECLINE IN FEB OR MARCH DATA",decline,-1,Negative
597,"SP MAY UPGRADE WAINOCO OIL WOL",,0,Neutral
598,"US BUDGET DIRECTOR WARNS AGAINST TAX INCREASE",,0,Neutral
599,"BALDRIGE SEES US TRADE GAP DROPPING SOON",,0,Neutral
600,"NORMAL WORK RESUMES AT NEW ZEALAND PORTS",work,1,Positive
601,"VARITY CORP VAT 4TH QTR JAN 31 LOSS",loss,-1,Negative
602,"INDIANA FEDERAL IFSL 4TH QTR NET",,0,Neutral
603,"LEARSIEGLER HOLDING TO DIVEST AEROSPACE UNIT",,0,Neutral
604,"RUBBERMAID RBD COMPLETES ACQUISITIONS",,0,Neutral
605,"KANSAS POWER AND LIGHT KAN CHAIRMAN LEAVING",,0,Neutral
606,"CRYSTAL OIL CO COR 4TH QTR LOSS",loss,-1,Negative
607,"CHEMFIX TECHNOLOGIES CFIX 2ND QTR FEB 28 NET",,0,Neutral
608,"FEDERALMOGUL CORP FMO SETS REGULAR DIVIDEND",,0,Neutral
609,"IOWA RESOURCES INC IOR DECLARES QTLY DIVIDEND",,0,Neutral
610,"EIA SAYS DISTILLATE STOCKS OFF 32 MLN BBLS GASOLINE UP 22 MLN CRUDE UP 75 MLN",crude,-1,Negative
611,"US HOME RESALES UP IN FEBRUARY REALTORS SAY",,0,Neutral
612,"EL PASO ELECTRIC ELPA TO BUY BACK BONDS",,0,Neutral
613,"LOWER US SOYBEAN LOAN IDEA SHARPLY CRITICIZED","sharply, criticized",-2,Negative
614,"FIDUCIARY TRUST CO IN FIVEFORONE STOCK SPLIT","trust, split",0,Neutral
615,"MODULAIRE MODX BUYS BOISE HOMES PROPERTY",,0,Neutral
616,"US HOUSE PANEL ADOPTS BILL THAT COULD BAR JAPANESE PRIMARY DEALERS",,0,Neutral
617,"LITTLE SUPPORT FOR MANDATORY ACREAGE CUTS  LYNG",support,1,Positive
618,"UAL UAL UNIT LINKS RESERVATION SERVICE",,0,Neutral
619,"DANA CORP DCN DEBT LOWERED BY SP",debt,-1,Negative
620,"MINNESOTA POWER MPL SELLS SEVENYEAR BONDS",,0,Neutral
621,"LA QUINTA MOTOR INNS INCLQM3RD QTR FEB 28 NET",,0,Neutral
622,"KANSAS CITY SOUTHERN INDUSTRIES SAYS IT EAGER TO PURCHASE SOUTHERN PACIFIC RAILROAD",eager,1,Positive
623,"FNMA ANNOUNCES 10 AND 20YEAR MORTGAGE PRODUCTS",,0,Neutral
624,"US CHIPMAKERS URGE SANCTIONS AGAINST JAPAN",,0,Neutral
625,"US LEGISLATION COULD BAR JAPANESE DEALERS",,0,Neutral
626,"BOLIVIAN DEBT BUYBACK PLAN GAINS GROUND","debt, gains",0,Neutral
627,"PDVSA PICKS ARCOAGIP CONSORTIUM IN COAL VENTURE",,0,Neutral
628,"SP DOWNGRADES CHASE CHEMICAL IRVING MANUFACTURERS MELLON AND SECURITY PACIFIC",,0,Neutral
629,"ICN ICN SAYS KODAK SALE WILL NOT AFFECT RD",,0,Neutral
630,"RECENT US OIL DEMAND UP 01 PCT FROM YEAR AGO",,0,Neutral
631,"FED APPROVES CHEMICAL BANK ACQUISITION OF TEXAS COMMERCE BANCSHARES",,0,Neutral
632,"SP DOWNGRADES SIX US MONEY CENTER BANKS",,0,Neutral
633,"KANSAS CITY KSU READY TO BUY SOUTHERN PACIFIC",ready,1,Positive
634,"GENCORP GY BID COULD BE RAISED GROUP SAYS",,0,Neutral
635,"UNOCAL UCL PLANS INCREASE IN CAPITAL SPENDING",,0,Neutral
636,"FED APPROVES CHEMICAL NEW YORK CHL MERGER",,0,Neutral
637,"VARITYVAT SEES IMPROVED RESULTS AFTER 1ST QTR",improved,1,Positive
638,"CAMPBELL RESOURCES CCH UPS MESTON LAKE STAKE",,0,Neutral
639,"FPL GROUP FPL UNIT FILES TO OFFER PREFERRED",,0,Neutral
640,"METROBANC MTBC SHAREHOLDERS APPROVE MERGER",approve,1,Positive
641,"CONNECTICUT ENERGY CNEUNIT SEEKS HIGHER RATES",,0,Neutral
642,"CATTLEMEN ASSESSING DEATH LOSS FROM STORM","loss, death",-2,Negative
643,"PLAINS RESOURCES INC PLNS YEAR LOSS",loss,-1,Negative
644,"ECUADOR SIGNS 280 MLN DLR IADB LOAN",,0,Neutral
